WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3445.6562723883435,130.2268076635365,0.7008190145889592,0.037438441272780856,25.386476679309183,13.97489685422231,55.13443634231961,974.5053192438704,964.4039059066137,180.2758882332092,0.0,804015.1167765058,0.5665589356618932,0.4191780821917808,0.052054794520547946,0.09315068493150686,0.40821917808219177,0.0273972602739726,10,283,277,263,217,74.0,155.0,58.0,156.0,57.0,158.0,26.0,174.0,0.6000000000000001
1925,4607.486825487114,159.36433036475563,0.4836015644892589,0.039717964897415164,25.366303074557987,11.688515207451402,54.31799805065232,976.7917008906413,964.4021858203423,178.85392746519273,23.308908646439022,751987.4387640301,0.5298970057246957,0.33972602739726027,0.07945205479452055,0.2,0.38082191780821917,0.0,0,274,274,271,251,67.0,157.0,67.0,157.0,66.0,159.0,61.0,174.0,0.9
1926,3303.4547294228223,193.1228452527196,0.4876648694797686,0.06568880695329345,25.434557826976338,14.276228695268333,53.017661153891325,974.2039874028244,964.4021858203423,180.2758882332092,22.19789754672813,831887.2275715218,0.5861993542276352,0.4,0.057534246575342465,0.17534246575342466,0.36712328767123287,0.0,0,260,258,254,227,55.0,160.0,54.0,160.0,52.0,162.0,36.0,173.0,0.4
1927,2252.9494266369397,178.54218611427189,0.4704195974467827,0.06569166544538241,25.38933455357436,16.769648516555364,53.93109702256903,971.7105675815376,964.4021858203423,178.8699582550417,22.94874738704793,806951.5246738475,0.5686281108530973,0.3287671232876712,0.11232876712328767,0.1643835616438356,0.3972602739726027,0.0,0,282,280,277,257,69.0,152.0,68.0,153.0,67.0,155.0,59.0,167.0,0.6000000000000001
1928,1569.566645086851,200.71039254879486,0.5020111181438414,0.09429354303831458,25.378378578573702,18.770846937043004,53.670635570958005,969.7093691610498,964.4042623552929,179.75269161820916,23.648582497817145,743612.479272036,0.5239954896499492,0.21095890410958903,0.14794520547945206,0.21095890410958903,0.4301369863013699,0.0,0,348,347,338,309,107.0,123.0,107.0,124.0,103.0,129.0,86.0,141.0,0.9500000000000001
1929,2175.8537845274404,186.61180022177246,0.4557239882218343,0.0882412234522915,25.389223796257085,16.955741445785222,54.183330819592406,971.5244746523076,964.4021858203423,181.5497047726857,24.977846892653474,864914.8551275756,0.6094726697725179,0.32602739726027397,0.14520547945205478,0.2273972602739726,0.3013698630136986,0.0,0,330,328,326,283,129.0,163.0,128.0,164.0,127.0,165.0,94.0,175.0,0.25
1930,3345.707466801638,207.086012326485,0.5646775195011442,0.05364385161700656,25.37046102796582,14.186693132727484,54.183330819592406,974.2935229653655,964.4425160739587,181.7674214732681,24.542800958027613,796026.6878856164,0.5609297930306221,0.3095890410958904,0.11506849315068493,0.26575342465753427,0.3095890410958904,0.0,0,288,287,284,263,87.0,163.0,86.0,163.0,86.0,166.0,77.0,178.0,0.7000000000000001
1931,3797.3405085707386,239.19066032867656,0.4804354782184821,0.048615269303035,25.1139130155498,13.229661210883407,54.183330819592406,975.2505548872093,964.6351439619721,180.43109294202344,30.384105459113226,881263.1045051132,0.6209926605960829,0.4246575342465753,0.10136986301369863,0.1589041095890411,0.3178082191780822,0.0,0,284,282,277,242,63.0,144.0,63.0,146.0,61.0,149.0,43.0,166.0,0.15000000000000002
1932,1593.0324376111264,186.61180022177246,0.4832833953848117,0.08971234267895205,25.42904310817645,18.695034376579926,54.74655583081358,969.7851817215128,964.4021858203423,180.94982538189973,22.585803594588732,757840.8011438843,0.5340216480240461,0.2547945205479452,0.1232876712328767,0.18082191780821918,0.4410958904109589,0.0,0,346,344,334,299,91.0,109.0,90.0,110.0,86.0,116.0,68.0,133.0,0.8500000000000001
1933,5617.4139796282225,159.36433036475563,0.5073381291370959,0.04254626788531931,25.388701968301326,10.076133647907042,54.74655583081358,978.4608175286273,964.4039059066137,180.29965504083404,18.489192950283087,769965.6879370807,0.5425655955360228,0.3424657534246575,0.136986301369863,0.1726027397260274,0.34794520547945207,0.0,0,267,266,263,247,60.0,157.0,60.0,158.0,59.0,160.0,53.0,170.0,0.8
