MonthId,Year,Month,Days,DateStart,WaterYear,WaterMonth,Flow_min,Flow_mean,Flow_median,Flow_max,Flow_range
1981.07,1981,7,31,1981-07-01,1980,10,533,648.258064516129,624.0,863,330
1981.08,1981,8,31,1981-08-01,1980,11,398,450.80645161290323,446.0,527,129
1981.09,1981,9,30,1981-09-01,1980,12,291,345.7,347.0,392,101
1981.1,1981,10,31,1981-10-01,1981,1,250,268.3225806451613,270.0,287,37
1981.11,1981,11,30,1981-11-01,1981,2,246,281.26666666666665,284.0,309,63
1981.12,1981,12,31,1981-12-01,1981,3,317,373.9032258064516,387.0,403,86
1982.01,1982,1,31,1982-01-01,1981,4,403,484.51612903225805,480.0,564,161
1982.02,1982,2,28,1982-02-01,1981,5,567,631.7142857142857,624.0,706,139
1982.03,1982,3,31,1982-03-01,1981,6,706,811.7741935483871,801.0,989,283
1982.04,1982,4,30,1982-04-01,1981,7,1023,1277.9666666666667,1319.5,1437,414
1982.05,1982,5,31,1982-05-01,1981,8,1025,1132.3870967741937,1128.0,1291,266
1982.06,1982,6,30,1982-06-01,1981,9,533,729.7333333333333,717.0,998,465
1982.07,1982,7,31,1982-07-01,1981,10,392,450.7096774193548,446.0,523,131
1982.08,1982,8,31,1982-08-01,1981,11,320,350.96774193548384,347.0,392,72
1982.09,1982,9,30,1982-09-01,1981,12,243,281.26666666666665,275.0,320,77
1982.1,1982,10,31,1982-10-01,1982,1,257,269.38709677419354,267.0,291,34
1982.11,1982,11,30,1982-11-01,1982,2,287,338.9,321.5,431,144
1982.12,1982,12,31,1982-12-01,1982,3,446,525.1935483870968,523.0,602,156
1983.01,1983,1,31,1983-01-01,1982,4,609,701.9354838709677,728.0,779,170
1983.02,1983,2,28,1983-02-01,1982,5,784,842.5357142857143,844.0,925,141
1983.03,1983,3,31,1983-03-01,1982,6,930,1040.4516129032259,1073.0,1117,187
1983.04,1983,4,30,1983-04-01,1982,7,1073,1084.1,1083.0,1108,35
1983.05,1983,5,31,1983-05-01,1982,8,761,968.258064516129,977.0,1080,319
1983.06,1983,6,30,1983-06-01,1982,9,446,555.4333333333333,532.5,748,302
1983.07,1983,7,31,1983-07-01,1982,10,341,391.80645161290323,389.0,443,102
1983.08,1983,8,31,1983-08-01,1982,11,284,315.0,317.0,338,54
1983.09,1983,9,30,1983-09-01,1982,12,222,250.36666666666667,244.5,281,59
1983.1,1983,10,31,1983-10-01,1983,1,212,224.74193548387098,222.0,243,31
1983.11,1983,11,30,1983-11-01,1983,2,246,270.3,261.0,306,60
1983.12,1983,12,31,1983-12-01,1983,3,306,391.93548387096774,427.0,470,164
1984.01,1984,1,31,1984-01-01,1983,4,470,540.1290322580645,523.0,630,160
1984.02,1984,2,29,1984-02-01,1983,5,637,737.9655172413793,734.0,859,222
1984.03,1984,3,31,1984-03-01,1983,6,877,1313.0645161290322,1246.0,1802,925
1984.04,1984,4,30,1984-04-01,1983,7,1511,1677.9333333333334,1708.0,1808,297
1984.05,1984,5,31,1984-05-01,1983,8,941,1224.5483870967741,1208.0,1485,544
1984.06,1984,6,30,1984-06-01,1983,9,427,586.7666666666667,534.5,906,479
1984.07,1984,7,31,1984-07-01,1983,10,320,363.0,354.0,420,100
1984.08,1984,8,31,1984-08-01,1983,11,257,283.7096774193548,281.0,320,63
1984.09,1984,9,30,1984-09-01,1983,12,212,230.23333333333332,227.5,250,38
1984.1,1984,10,31,1984-10-01,1984,1,199,210.80645161290323,207.0,229,30
1984.11,1984,11,30,1984-11-01,1984,2,226,261.2,259.0,306,80
1984.12,1984,12,31,1984-12-01,1984,3,306,376.0,398.0,443,137
1985.01,1985,1,31,1985-01-01,1984,4,453,554.2903225806451,533.0,748,295
1985.02,1985,2,28,1985-02-01,1984,5,761,798.8214285714286,801.0,844,83
1985.03,1985,3,31,1985-03-01,1984,6,847,1044.0,1066.0,1246,399
1985.04,1985,4,30,1985-04-01,1984,7,1270,1648.1,1678.0,1917,647
1985.05,1985,5,31,1985-05-01,1984,8,1447,1781.967741935484,1832.0,1953,506
1985.06,1985,6,30,1985-06-01,1984,9,616,1018.1,1047.0,1432,816
1985.07,1985,7,31,1985-07-01,1984,10,389,469.2258064516129,456.0,596,207
1985.08,1985,8,31,1985-08-01,1984,11,291,334.2258064516129,329.0,387,96
1985.09,1985,9,30,1985-09-01,1984,12,226,252.93333333333334,253.5,291,65
1985.1,1985,10,31,1985-10-01,1985,1,201,211.7741935483871,212.0,226,25
1985.11,1985,11,30,1985-11-01,1985,2,207,223.23333333333332,223.5,243,36
1985.12,1985,12,31,1985-12-01,1985,3,235,305.80645161290323,295.0,389,154
1986.01,1986,1,31,1986-01-01,1985,4,360,421.5806451612903,422.0,486,126
1986.02,1986,2,28,1986-02-01,1985,5,523,621.0714285714286,620.0,740,217
1986.03,1986,3,31,1986-03-01,1985,6,740,896.7741935483871,892.0,1086,346
1986.04,1986,4,30,1986-04-01,1985,7,1096,2171.0666666666666,2294.0,3050,1954
1986.05,1986,5,31,1986-05-01,1985,8,1493,2029.2903225806451,2004.0,2743,1250
1986.06,1986,6,30,1986-06-01,1985,9,616,1040.1666666666667,1066.5,1455,839
1986.07,1986,7,31,1986-07-01,1985,10,389,469.51612903225805,459.0,596,207
1986.08,1986,8,31,1986-08-01,1985,11,295,339.2903225806452,338.0,387,92
1986.09,1986,9,30,1986-09-01,1985,12,246,268.23333333333335,270.0,295,49
1986.1,1986,10,31,1986-10-01,1986,1,243,285.3225806451613,287.0,338,95
1986.11,1986,11,30,1986-11-01,1986,2,341,411.93333333333334,405.5,512,171
1986.12,1986,12,31,1986-12-01,1986,3,517,571.741935483871,564.0,630,113
1987.01,1987,1,31,1987-01-01,1986,4,630,718.7741935483871,720.0,804,174
1987.02,1987,2,28,1987-02-01,1986,5,804,888.6428571428571,888.5,1025,221
1987.03,1987,3,31,1987-03-01,1986,6,1025,1500.2903225806451,1466.0,2042,1017
1987.04,1987,4,30,1987-04-01,1986,7,1746,1925.3,1935.0,2077,331
1987.05,1987,5,31,1987-05-01,1986,8,1126,1427.0,1437.0,1708,582
1987.06,1987,6,30,1987-06-01,1986,9,523,763.3666666666667,717.0,1096,573
1987.07,1987,7,31,1987-07-01,1986,10,389,438.4516129032258,427.0,512,123
1987.08,1987,8,31,1987-08-01,1986,11,302,339.64516129032256,338.0,387,85
1987.09,1987,9,30,1987-09-01,1986,12,240,264.73333333333335,265.5,299,59
1987.1,1987,10,31,1987-10-01,1987,1,226,236.38709677419354,240.0,240,14
1987.11,1987,11,30,1987-11-01,1987,2,225,244.23333333333332,229.0,338,113
1987.12,1987,12,31,1987-12-01,1987,3,287,364.1290322580645,387.0,408,121
1988.01,1988,1,31,1988-01-01,1987,4,403,455.7741935483871,453.0,542,139
1988.02,1988,2,29,1988-02-01,1987,5,542,817.7241379310345,885.0,1142,600
1988.03,1988,3,31,1988-03-01,1987,6,1028,1109.6774193548388,1086.0,1297,269
1988.04,1988,4,30,1988-04-01,1987,7,1297,2057.5333333333333,2266.0,2467,1170
1988.05,1988,5,31,1988-05-01,1987,8,1455,1872.483870967742,1860.0,2222,767
1988.06,1988,6,30,1988-06-01,1987,9,648,1041.3333333333333,1074.5,1437,789
1988.07,1988,7,31,1988-07-01,1987,10,398,487.5806451612903,472.0,624,226
1988.08,1988,8,31,1988-08-01,1987,11,302,343.4193548387097,338.0,392,90
1988.09,1988,9,30,1988-09-01,1987,12,250,272.76666666666665,276.0,299,49
1988.1,1988,10,31,1988-10-01,1988,1,209,229.2258064516129,229.0,246,37
1988.11,1988,11,30,1988-11-01,1988,2,243,287.26666666666665,282.5,345,102
1988.12,1988,12,31,1988-12-01,1988,3,341,406.96774193548384,392.0,486,145
1989.01,1989,1,31,1989-01-01,1988,4,489,590.9032258064516,583.0,752,263
1989.02,1989,2,28,1989-02-01,1988,5,779,1298.3214285714287,1179.0,2310,1531
1989.03,1989,3,31,1989-03-01,1988,6,2385,3122.6774193548385,3169.0,3488,1103
1989.04,1989,4,30,1989-04-01,1988,7,3021,3321.266666666667,3357.0,3812,791
1989.05,1989,5,31,1989-05-01,1988,8,2576,3312.3870967741937,3417.0,3812,1236
1989.06,1989,6,30,1989-06-01,1988,9,1195,1833.5666666666666,1831.0,2543,1348
1989.07,1989,7,31,1989-07-01,1988,10,533,799.9677419354839,752.0,1167,634
1989.08,1989,8,31,1989-08-01,1988,11,360,428.2903225806452,422.0,523,163
1989.09,1989,9,30,1989-09-01,1988,12,274,312.3333333333333,313.5,355,81
1989.1,1989,10,31,1989-10-01,1989,1,259,265.96774193548384,267.0,274,15
1989.11,1989,11,30,1989-11-01,1989,2,231,242.1,240.0,259,28
1989.12,1989,12,31,1989-12-01,1989,3,243,290.48387096774195,267.0,422,179
1990.01,1990,1,31,1990-01-01,1989,4,431,501.258064516129,480.0,660,229
1990.02,1990,2,28,1990-02-01,1989,5,667,703.1428571428571,704.5,734,67
1990.03,1990,3,31,1990-03-01,1989,6,748,853.9354838709677,877.0,941,193
1990.04,1990,4,30,1990-04-01,1989,7,877,900.3,892.0,941,64
1990.05,1990,5,31,1990-05-01,1989,8,905,984.0322580645161,989.0,1028,123
1990.06,1990,6,30,1990-06-01,1989,9,495,747.5333333333333,756.5,989,494
1990.07,1990,7,31,1990-07-01,1989,10,345,405.83870967741933,398.0,486,141
1990.08,1990,8,31,1990-08-01,1989,11,267,306.9032258064516,309.0,341,74
1990.09,1990,9,30,1990-09-01,1989,12,212,232.36666666666667,227.5,267,55
1990.1,1990,10,31,1990-10-01,1990,1,199,212.5483870967742,212.0,225,26
1990.11,1990,11,30,1990-11-01,1990,2,199,214.1,212.0,243,44
1990.12,1990,12,31,1990-12-01,1990,3,243,319.258064516129,317.0,431,188
1991.01,1991,1,31,1991-01-01,1990,4,418,511.741935483871,486.0,667,249
1991.02,1991,2,28,1991-02-01,1990,5,682,938.75,891.0,1551,869
1991.03,1991,3,31,1991-03-01,1990,6,1551,2139.3870967741937,2169.0,2294,743
1991.04,1991,4,30,1991-04-01,1990,7,1746,1889.9666666666667,1881.0,2113,367
1991.05,1991,5,31,1991-05-01,1990,8,1096,1478.483870967742,1551.0,1716,620
1991.06,1991,6,30,1991-06-01,1990,9,440,687.8666666666667,626.5,1086,646
1991.07,1991,7,31,1991-07-01,1990,10,320,369.35483870967744,365.0,435,115
1991.08,1991,8,31,1991-08-01,1990,11,257,283.258064516129,281.0,317,60
1991.09,1991,9,30,1991-09-01,1990,12,200,221.43333333333334,221.5,250,50
1991.1,1991,10,31,1991-10-01,1991,1,193,200.96774193548387,195.0,226,33
1991.11,1991,11,30,1991-11-01,1991,2,229,261.3,264.0,306,77
1991.12,1991,12,31,1991-12-01,1991,3,306,434.8709677419355,463.0,551,245
1992.01,1992,1,31,1992-01-01,1991,4,467,538.3225806451613,548.0,602,135
1992.02,1992,2,29,1992-02-01,1991,5,602,659.551724137931,654.0,720,118
1992.03,1992,3,31,1992-03-01,1991,6,728,845.3870967741935,877.0,905,177
1992.04,1992,4,30,1992-04-01,1991,7,819,838.0,835.0,877,58
1992.05,1992,5,31,1992-05-01,1991,8,602,756.8064516129032,794.0,819,217
1992.06,1992,6,30,1992-06-01,1991,9,365,446.5,437.5,567,202
1992.07,1992,7,31,1992-07-01,1991,10,274,322.4516129032258,324.0,365,91
1992.08,1992,8,31,1992-08-01,1991,11,226,253.48387096774192,257.0,276,50
1992.09,1992,9,30,1992-09-01,1991,12,175,197.96666666666667,199.0,225,50
1992.1,1992,10,31,1992-10-01,1992,1,164,172.5483870967742,171.0,186,22
1992.11,1992,11,30,1992-11-01,1992,2,189,202.9,200.0,243,54
1992.12,1992,12,31,1992-12-01,1992,3,235,288.61290322580646,287.0,408,173
1993.01,1993,1,31,1993-01-01,1992,4,370,409.6774193548387,398.0,495,125
1993.02,1993,2,28,1993-02-01,1992,5,489,734.6785714285714,798.0,906,417
1993.03,1993,3,31,1993-03-01,1992,6,906,1185.516129032258,1091.0,1836,930
1993.04,1993,4,30,1993-04-01,1992,7,1917,2885.8,2872.0,3573,1656
1993.05,1993,5,31,1993-05-01,1992,8,1746,2473.0,2411.0,3417,1671
1993.06,1993,6,30,1993-06-01,1992,9,677,1166.3666666666666,1141.5,1708,1031
1993.07,1993,7,31,1993-07-01,1992,10,354,458.51612903225805,446.0,648,294
1993.08,1993,8,31,1993-08-01,1992,11,252,299.6774193548387,295.0,347,95
1993.09,1993,9,30,1993-09-01,1992,12,200,219.96666666666667,221.0,248,48
1993.1,1993,10,31,1993-10-01,1993,1,177,188.06451612903226,191.0,199,22
1993.11,1993,11,30,1993-11-01,1993,2,183,223.83333333333334,210.5,287,104
1993.12,1993,12,31,1993-12-01,1993,3,287,312.9032258064516,302.0,370,83
1994.01,1994,1,31,1994-01-01,1993,4,373,519.9677419354839,551.0,712,339
1994.02,1994,2,28,1994-02-01,1993,5,685,840.4285714285714,822.0,1066,381
1994.03,1994,3,31,1994-03-01,1993,6,1085,1511.6129032258063,1532.0,1839,754
1994.04,1994,4,30,1994-04-01,1993,7,1151,1541.4666666666667,1544.5,1832,681
1994.05,1994,5,31,1994-05-01,1993,8,446,741.3870967741935,706.0,1128,682
1994.06,1994,6,30,1994-06-01,1993,9,306,359.93333333333334,352.0,440,134
1994.07,1994,7,31,1994-07-01,1993,10,259,277.741935483871,274.0,302,43
1994.08,1994,8,31,1994-08-01,1993,11,201,226.83870967741936,228.0,258,57
1994.09,1994,9,30,1994-09-01,1993,12,156,181.5,183.0,201,45
1994.1,1994,10,31,1994-10-01,1994,1,139,155.58064516129033,156.0,164,25
1994.11,1994,11,30,1994-11-01,1994,2,156,170.63333333333333,164.5,193,37
1994.12,1994,12,31,1994-12-01,1994,3,189,233.03225806451613,243.0,281,92
1995.01,1995,1,31,1995-01-01,1994,4,284,329.93548387096774,324.0,387,103
1995.02,1995,2,28,1995-02-01,1994,5,389,458.57142857142856,461.0,541,152
1995.03,1995,3,31,1995-03-01,1994,6,549,730.8387096774194,692.0,1060,511
1995.04,1995,4,30,1995-04-01,1994,7,1086,1174.8,1191.0,1232,146
1995.05,1995,5,31,1995-05-01,1994,8,421,757.5483870967741,782.0,1080,659
1995.06,1995,6,30,1995-06-01,1994,9,271,326.73333333333335,323.0,408,137
1995.07,1995,7,31,1995-07-01,1994,10,222,243.7741935483871,243.0,270,48
1995.08,1995,8,31,1995-08-01,1994,11,177,198.93548387096774,199.0,222,45
1995.09,1995,9,30,1995-09-01,1994,12,133,152.73333333333332,153.5,177,44
1995.1,1995,10,31,1995-10-01,1995,1,115,121.61290322580645,122.0,131,16
1995.11,1995,11,30,1995-11-01,1995,2,126,153.83333333333334,148.0,202,76
1995.12,1995,12,31,1995-12-01,1995,3,193,233.25806451612902,236.0,267,74
1996.01,1996,1,31,1996-01-01,1995,4,271,369.4193548387097,392.0,427,156
1996.02,1996,2,29,1996-02-01,1995,5,408,451.7241379310345,456.0,505,97
1996.03,1996,3,31,1996-03-01,1995,6,512,588.1612903225806,583.0,673,161
1996.04,1996,4,30,1996-04-01,1995,7,685,758.7666666666667,762.5,819,134
1996.05,1996,5,31,1996-05-01,1995,8,446,685.8709677419355,728.0,819,373
1996.06,1996,6,30,1996-06-01,1995,9,284,345.1333333333333,336.5,440,156
1996.07,1996,7,31,1996-07-01,1995,10,228,254.38709677419354,257.0,281,53
1996.08,1996,8,31,1996-08-01,1995,11,183,204.0,201.0,227,44
1996.09,1996,9,30,1996-09-01,1995,12,135,157.73333333333332,157.0,180,45
1996.1,1996,10,31,1996-10-01,1996,1,105,117.12903225806451,115.0,134,29
1996.11,1996,11,30,1996-11-01,1996,2,103,156.7,170.5,191,88
1996.12,1996,12,31,1996-12-01,1996,3,191,229.51612903225808,226.0,295,104
1997.01,1997,1,31,1997-01-01,1996,4,302,410.1290322580645,414.0,517,215
1997.02,1997,2,28,1997-02-01,1996,5,527,694.25,728.0,748,221
1997.03,1997,3,31,1997-03-01,1996,6,728,890.9032258064516,885.0,1083,355
1997.04,1997,4,30,1997-04-01,1996,7,1091,1253.3,1262.5,1384,293
1997.05,1997,5,31,1997-05-01,1996,8,1128,1315.0,1366.0,1400,272
1997.06,1997,6,30,1997-06-01,1996,9,440,734.4333333333333,694.0,1117,677
1997.07,1997,7,31,1997-07-01,1996,10,285,347.38709677419354,341.0,431,146
1997.08,1997,8,31,1997-08-01,1996,11,207,242.09677419354838,235.0,283,76
1997.09,1997,9,30,1997-09-01,1996,12,180,194.23333333333332,192.0,209,29
1997.1,1997,10,31,1997-10-01,1997,1,157,168.29032258064515,164.0,188,31
1997.11,1997,11,30,1997-11-01,1997,2,163,181.63333333333333,183.5,209,46
1997.12,1997,12,31,1997-12-01,1997,3,209,297.2258064516129,274.0,409,200
1998.01,1998,1,31,1998-01-01,1997,4,409,565.258064516129,537.0,690,281
1998.02,1998,2,28,1998-02-01,1997,5,713,1152.9642857142858,906.0,2202,1489
1998.03,1998,3,31,1998-03-01,1997,6,2233,2611.516129032258,2353.0,3427,1194
1998.04,1998,4,30,1998-04-01,1997,7,3096,3313.4,3256.5,3525,429
1998.05,1998,5,31,1998-05-01,1997,8,1902,2518.0,2579.0,3056,1154
1998.06,1998,6,30,1998-06-01,1997,9,708,1192.7333333333333,1161.0,1821,1113
1998.07,1998,7,31,1998-07-01,1997,10,418,513.9354838709677,492.0,678,260
1998.08,1998,8,31,1998-08-01,1997,11,301,353.16129032258067,350.0,415,114
1998.09,1998,9,30,1998-09-01,1997,12,210,248.5,243.5,292,82
1998.1,1998,10,31,1998-10-01,1998,1,174,195.70967741935485,195.0,210,36
1998.11,1998,11,30,1998-11-01,1998,2,174,195.7,198.5,225,51
1998.12,1998,12,31,1998-12-01,1998,3,237,342.64516129032256,334.0,436,199
1999.01,1999,1,31,1999-01-01,1998,4,447,570.6774193548387,580.0,731,284
1999.02,1999,2,28,1999-02-01,1998,5,737,987.5,907.0,1536,799
1999.03,1999,3,31,1999-03-01,1998,6,1571,2292.1290322580644,2402.0,2619,1048
1999.04,1999,4,30,1999-04-01,1998,7,2629,2972.633333333333,2865.5,3421,792
1999.05,1999,5,31,1999-05-01,1998,8,2011,2725.451612903226,2773.0,3367,1356
1999.06,1999,6,30,1999-06-01,1998,9,715,1314.2666666666667,1194.0,2011,1296
1999.07,1999,7,31,1999-07-01,1998,10,403,508.2903225806452,475.0,690,287
1999.08,1999,8,31,1999-08-01,1998,11,276,334.64516129032256,341.0,393,117
1999.09,1999,9,30,1999-09-01,1998,12,201,232.63333333333333,237.0,272,71
1999.1,1999,10,31,1999-10-01,1999,1,194,196.29032258064515,196.0,201,7
1999.11,1999,11,30,1999-11-01,1999,2,194,205.13333333333333,203.0,237,43
1999.12,1999,12,31,1999-12-01,1999,3,249,309.2903225806452,292.0,393,144
2000.01,2000,1,31,2000-01-01,1999,4,399,457.64516129032256,482.0,486,87
2000.02,2000,2,29,2000-02-01,1999,5,495,690.6896551724138,662.0,820,325
2000.03,2000,3,31,2000-03-01,1999,6,820,1247.5806451612902,973.0,2751,1931
2000.04,2000,4,30,2000-04-01,1999,7,2579,3047.8,2996.5,3411,832
2000.05,2000,5,31,2000-05-01,1999,8,1621,2132.9032258064517,2169.0,2562,941
2000.06,2000,6,30,2000-06-01,1999,9,596,1062.7666666666667,1062.0,1591,995
2000.07,2000,7,31,2000-07-01,1999,10,351,448.2258064516129,432.0,586,235
2000.08,2000,8,31,2000-08-01,1999,11,259,299.06451612903226,300.0,345,86
2000.09,2000,9,30,2000-09-01,1999,12,193,223.33333333333334,223.0,257,64
2000.1,2000,10,31,2000-10-01,2000,1,145,162.29032258064515,159.0,192,47
2000.11,2000,11,30,2000-11-01,2000,2,140,170.93333333333334,168.0,231,91
2000.12,2000,12,31,2000-12-01,2000,3,240,339.4193548387097,340.0,466,226
2001.01,2001,1,31,2001-01-01,2000,4,471,605.0322580645161,583.0,800,329
2001.02,2001,2,28,2001-02-01,2000,5,822,1135.5714285714287,1030.5,2009,1187
2001.03,2001,3,31,2001-03-01,2000,6,2123,2909.3870967741937,3056.0,3290,1167
2001.04,2001,4,30,2001-04-01,2000,7,3031,3284.9666666666667,3204.5,3677,646
2001.05,2001,5,31,2001-05-01,2000,8,2299,3005.2903225806454,3031.0,3642,1343
2001.06,2001,6,30,2001-06-01,2000,9,1043,1623.6666666666667,1613.5,2283,1240
2001.07,2001,7,31,2001-07-01,2000,10,471,687.8387096774194,639.0,999,528
2001.08,2001,8,31,2001-08-01,2000,11,336,397.2903225806452,394.0,466,130
2001.09,2001,9,30,2001-09-01,2000,12,240,287.8333333333333,292.0,332,92
2001.1,2001,10,31,2001-10-01,2001,1,195,210.32258064516128,203.0,237,42
2001.11,2001,11,30,2001-11-01,2001,2,209,283.23333333333335,276.0,374,165
2001.12,2001,12,31,2001-12-01,2001,3,378,420.06451612903226,418.0,462,84
2002.01,2002,1,31,2002-01-01,2001,4,475,548.0322580645161,561.0,600,125
2002.02,2002,2,28,2002-02-01,2001,5,614,709.4642857142857,686.0,848,234
2002.03,2002,3,31,2002-03-01,2001,6,848,1241.774193548387,1184.0,1621,773
2002.04,2002,4,30,2002-04-01,2001,7,1638,1785.1,1771.0,1927,289
2002.05,2002,5,31,2002-05-01,2001,8,1727,1934.225806451613,1936.0,2029,302
2002.06,2002,6,30,2002-06-01,2001,9,825,1271.1333333333334,1243.0,1703,878
2002.07,2002,7,31,2002-07-01,2001,10,415,543.1290322580645,517.0,786,371
2002.08,2002,8,31,2002-08-01,2001,11,293,343.96774193548384,340.0,409,116
2002.09,2002,9,30,2002-09-01,2001,12,227,251.93333333333334,249.0,292,65
2002.1,2002,10,31,2002-10-01,2002,1,195,205.6451612903226,202.0,226,31
2002.11,2002,11,30,2002-11-01,2002,2,194,212.96666666666667,209.5,234,40
2002.12,2002,12,31,2002-12-01,2002,3,237,307.51612903225805,306.0,393,156
2003.01,2003,1,31,2003-01-01,2002,4,403,551.483870967742,561.0,703,300
2003.02,2003,2,28,2003-02-01,2002,5,708,887.5714285714286,874.5,1088,380
2003.03,2003,3,31,2003-03-01,2002,6,1087,1523.258064516129,1490.0,2006,919
2003.04,2003,4,30,2003-04-01,2002,7,2029,2915.3,2775.5,3846,1817
2003.05,2003,5,31,2003-05-01,2002,8,2383,3122.1935483870966,3109.0,3846,1463
2003.06,2003,6,30,2003-06-01,2002,9,1144,1757.1333333333334,1772.0,2353,1209
2003.07,2003,7,31,2003-07-01,2002,10,492,729.2258064516129,686.0,1130,638
2003.08,2003,8,31,2003-08-01,2002,11,330,401.03225806451616,399.0,486,156
2003.09,2003,9,30,2003-09-01,2002,12,226,271.7,267.0,330,104
2003.1,2003,10,31,2003-10-01,2003,1,189,205.96774193548387,200.0,259,70
2003.11,2003,11,30,2003-11-01,2003,2,198,220.8,223.0,247,49
2003.12,2003,12,31,2003-12-01,2003,3,252,342.61290322580646,335.0,457,205
2004.01,2004,1,31,2004-01-01,2003,4,462,600.1612903225806,580.0,743,281
2004.02,2004,2,29,2004-02-01,2003,5,752,1061.551724137931,973.0,1638,886
2004.03,2004,3,31,2004-03-01,2003,6,1718,3066.7741935483873,2981.0,4339,2621
2004.04,2004,4,30,2004-04-01,2003,7,3890,3990.6,3969.0,4285,395
2004.05,2004,5,31,2004-05-01,2003,8,2383,3163.2580645161293,3139.0,3839,1456
2004.06,2004,6,30,2004-06-01,2003,9,1134,1775.4333333333334,1817.0,2346,1212
2004.07,2004,7,31,2004-07-01,2003,10,492,718.516129032258,669.0,1099,607
2004.08,2004,8,31,2004-08-01,2003,11,334,402.83870967741933,399.0,475,141
2004.09,2004,9,30,2004-09-01,2003,12,237,277.8666666666667,272.0,329,92
2004.1,2004,10,31,2004-10-01,2004,1,201,215.25806451612902,210.0,237,36
2004.11,2004,11,30,2004-11-01,2004,2,202,236.86666666666667,223.0,378,176
2004.12,2004,12,31,2004-12-01,2004,3,301,341.83870967741933,341.0,389,88
2005.01,2005,1,31,2005-01-01,2004,4,393,528.3548387096774,557.0,639,246
2005.02,2005,2,28,2005-02-01,2004,5,657,806.3571428571429,801.0,965,308
2005.03,2005,3,31,2005-03-01,2004,6,995,1184.741935483871,1190.0,1316,321
2005.04,2005,4,30,2005-04-01,2004,7,1209,1239.8666666666666,1234.0,1310,101
2005.05,2005,5,31,2005-05-01,2004,8,1149,1269.774193548387,1277.0,1337,188
2005.06,2005,6,30,2005-06-01,2004,9,517,812.9666666666667,856.5,1131,614
2005.07,2005,7,31,2005-07-01,2004,10,366,424.5806451612903,421.0,512,146
2005.08,2005,8,31,2005-08-01,2004,11,273,305.7096774193548,299.0,366,93
2005.09,2005,9,30,2005-09-01,2004,12,194,230.5,222.0,273,79
2005.1,2005,10,31,2005-10-01,2005,1,157,170.03225806451613,168.0,190,33
2005.11,2005,11,30,2005-11-01,2005,2,172,211.3,193.5,284,112
2005.12,2005,12,31,2005-12-01,2005,3,262,336.61290322580646,332.0,600,338
2006.01,2006,1,31,2006-01-01,2005,4,432,601.516129032258,566.0,786,354
2006.02,2006,2,28,2006-02-01,2005,5,795,971.5,1012.0,1062,267
2006.03,2006,3,31,2006-03-01,2005,6,1083,1610.967741935484,1536.0,2299,1216
2006.04,2006,4,30,2006-04-01,2005,7,2345,2587.1,2586.5,2684,339
2006.05,2006,5,31,2006-05-01,2005,8,2078,2370.483870967742,2390.0,2562,484
2006.06,2006,6,30,2006-06-01,2005,9,934,1497.6,1479.5,2047,1113
2006.07,2006,7,31,2006-07-01,2005,10,432,592.0,554.0,908,476
2006.08,2006,8,31,2006-08-01,2005,11,289,349.4193548387097,347.0,425,136
2006.09,2006,9,30,2006-09-01,2005,12,210,246.63333333333333,238.5,284,74
2006.1,2006,10,31,2006-10-01,2006,1,210,218.29032258064515,215.0,227,17
2006.11,2006,11,30,2006-11-01,2006,2,227,265.46666666666664,261.5,325,98
2006.12,2006,12,31,2006-12-01,2006,3,330,439.03225806451616,427.0,557,227
2007.01,2007,1,31,2007-01-01,2006,4,561,811.9354838709677,743.0,1406,845
2007.02,2007,2,28,2007-02-01,2006,5,1561,3307.785714285714,3341.0,4536,2975
2007.03,2007,3,31,2007-03-01,2006,6,3478,3978.0967741935483,3916.0,4543,1065
2007.04,2007,4,30,2007-04-01,2006,7,2963,3291.133333333333,3367.0,3483,520
2007.05,2007,5,31,2007-05-01,2006,8,2006,2503.4193548387098,2498.0,2939,933
2007.06,2007,6,30,2007-06-01,2006,9,952,1404.6,1395.0,1976,1024
2007.07,2007,7,31,2007-07-01,2006,10,514,680.1935483870968,658.0,946,432
2007.08,2007,8,31,2007-08-01,2006,11,366,431.4193548387097,430.0,507,141
2007.09,2007,9,30,2007-09-01,2006,12,276,315.23333333333335,303.5,366,90
2007.1,2007,10,31,2007-10-01,2007,1,247,259.80645161290323,259.0,276,29
2007.11,2007,11,30,2007-11-01,2007,2,237,279.1,272.5,336,99
2007.12,2007,12,31,2007-12-01,2007,3,336,501.16129032258067,458.0,809,473
2008.01,2008,1,31,2008-01-01,2007,4,809,1204.4193548387098,1062.0,1771,962
2008.02,2008,2,29,2008-02-01,2007,5,1808,2523.137931034483,2383.0,3367,1559
2008.03,2008,3,31,2008-03-01,2007,6,2773,2939.6129032258063,2897.0,3223,450
2008.04,2008,4,30,2008-04-01,2007,7,2854,3033.4666666666667,3035.5,3171,317
2008.05,2008,5,31,2008-05-01,2007,8,1958,2374.8064516129034,2345.0,2840,882
2008.06,2008,6,30,2008-06-01,2007,9,864,1336.9666666666667,1301.5,1890,1026
2008.07,2008,7,31,2008-07-01,2007,10,432,573.0967741935484,545.0,822,390
2008.08,2008,8,31,2008-08-01,2007,11,325,373.06451612903226,374.0,427,102
2008.09,2008,9,30,2008-09-01,2007,12,240,274.1333333333333,271.5,322,82
2008.1,2008,10,31,2008-10-01,2008,1,182,195.90322580645162,196.0,231,49
