Exceedance,VicFalls_full,Ngonye_gauged,Ngonye_synthetic,Conversion
0.0,9436.0,5935.920844333088,9911.75881916953,1.0504195442104207
0.001,8466.0,5829.536151342778,8828.775144412872,1.0428508320827867
0.002,7541.252000000051,5723.913552054742,7887.651906369953,1.0412871026994452
0.003,6742.240000000049,5571.640116112386,7005.564013959559,1.0456850723341713
0.004,6288.312000000064,5459.905479032358,6481.964191366161,1.037686830391971
0.005,5999.0,5283.092328553395,6171.937792156593,1.0288277699877635
0.006,5828.0,5079.833790343497,5968.328200031169,1.0240782772874346
0.007,5679.0,5061.77663521216,5828.4325854358995,1.0263131863771613
0.008,5530.0,5019.455208970558,5673.759846821429,1.02542496608183
0.009000000000000001,5420.0,5005.810498642642,5581.2815719394575,1.0293468517455422
0.01,5329.0,4957.637426410689,5511.046404238208,1.034161456978459
0.011,5239.0,4895.552333771462,5401.956588933216,1.0301318120950864
0.012,5178.167999999983,4886.114403135817,5364.708851487977,1.034659373478877
0.013000000000000001,5113.0,4861.7715670595735,5310.427288301287,1.0386128081950494
0.014,5042.0,4817.848576658858,5242.746977646283,1.0398149499496794
0.015,4972.0,4762.41473573314,5164.029808218225,1.038622246222491
0.016,4932.0,4736.970367004847,5112.322676330848,1.0365617754117695
0.017,4866.0,4667.64848699882,5006.737870177004,1.0289227024613654
0.018000000000000002,4814.0,4632.574339728958,4938.321314000288,1.0258249509763788
0.019,4762.0,4571.768591271775,4839.787711820271,1.0163350927804014
0.02,4693.0,4513.674662233274,4750.174626476508,1.012182958976456
0.021,4642.0,4466.00629101981,4674.579847478524,1.0070184936403541
0.022,4590.0,4402.595436202557,4586.987092756395,0.9993435931931144
0.023,4556.0,4360.3745118065235,4533.7462560466265,0.9931349301162512
0.024,4505.480000000025,4355.936053590973,4514.091684730103,1.0003853168681878
0.025,4489.0,4345.222931235019,4493.611674752996,0.9997799857503119
0.026000000000000002,4438.0,4329.074376022349,4460.626068260622,1.005098257832497
0.027,4404.0,4292.560489762816,4412.160597704737,1.0018529967540273
0.028,4371.0,4280.150863235951,4386.421575623264,1.0035281573148627
0.029,4338.0,4252.517286211223,4339.711813558114,1.0003946089345583
0.03,4321.0,4229.5544711149305,4298.981241819251,0.9949042448088987
0.031,4257.0,4192.923828056093,4244.97650317658,0.997175593886911
0.032,4204.0,4157.365902303503,4189.768887040013,0.9966148637107548
0.033,4157.0,4117.223920569651,4130.88663164332,0.9937182178598315
0.034,4097.407999999996,4076.29821107141,4080.656542181134,0.9934240056614004
0.035,4058.0,4058.3465028249057,4060.4502102802658,0.9956964713781917
0.036000000000000004,4005.0800000000017,4046.14011442244,4035.508685425676,1.0041076599715542
0.037,3961.0,4021.771176930445,3989.240465078508,1.006678247863461
0.038,3922.0,4000.4963530491796,3960.9043582155864,1.008912611299572
0.039,3873.8579999999747,3975.5892347677654,3946.3601212851663,1.0146377669067899
0.04,3827.0,3955.058525963459,3921.854909665284,1.0210504841617507
0.041,3790.0,3940.3629284045387,3888.5455586286475,1.0260014666566353
0.042,3762.0,3914.6917761249806,3855.2509195547327,1.02478759158818
0.043000000000000003,3730.0,3903.81188502426,3835.053780099579,1.0270631441080822
0.044,3696.0,3894.795936100604,3816.10238252615,1.0324952333674648
0.045,3678.0,3887.033948443736,3801.48145691918,1.033572989918211
0.046,3641.0,3870.79391013732,3770.6843102542384,1.0356177726597744
0.047,3623.0,3839.646710229438,3732.10171625135,1.0301136395946315
0.048,3587.0,3814.025597403999,3695.9766313643563,1.029877971886709
0.049,3569.0,3801.41181182793,3668.90470181209,1.0279923513062734
0.05,3551.0,3764.5530156578106,3625.152181216904,1.0208820561016345
0.051000000000000004,3515.0,3754.257062238496,3602.7094443816422,1.0249529002508229
0.052000000000000005,3497.0,3738.432193640748,3577.176033748166,1.0229270900051948
0.053,3479.0,3728.3506182955525,3561.367610630083,1.0236756569790408
0.054,3453.0,3709.436864161274,3538.5529672158505,1.023817801677071
0.055,3426.0,3696.443840718631,3520.0587879446875,1.027454403953499
0.056,3408.0,3677.9703475336155,3503.5081689227027,1.0271885626461645
0.057,3378.0,3669.1654634050647,3491.233751309881,1.0333290878376007
0.058,3364.0,3660.6386807612294,3481.9182743570823,1.0350529947553753
0.059000000000000004,3339.0,3639.8764315664607,3472.79537099506,1.0370038953248994
0.06,3321.0,3636.952658486586,3456.9284003276725,1.040929960953831
0.061,3304.0,3622.3477966022247,3439.8600019707296,1.0411198553180174
0.062,3304.0,3619.4296260095366,3439.8600019707296,1.0385338236660357
0.063,3287.0,3610.6253463669073,3416.783752370609,1.0394839526530602
0.064,3270.0,3603.594563463818,3403.3868237397696,1.0407910775962599
0.065,3253.0,3580.475426698467,3374.8153319929293,1.037447074083286
0.066,3236.0,3566.3141679254963,3353.0489640521246,1.0361708788789012
0.067,3219.0,3549.67417591784,3328.1591332402195,1.0339108832681638
0.068,3202.0,3534.9669597800294,3305.305418849375,1.0322627791534589
0.069,3185.0,3512.1332012940366,3276.0038657300065,1.02821494617571
0.07,3168.0,3503.4705803132406,3260.285265518627,1.0288057007001032
0.07100000000000001,3152.2779999999984,3484.3499163276265,3240.7201826343926,1.0255443615931623
0.07200000000000001,3135.0,3466.107425435216,3206.7302919382305,1.0228804758973622
0.073,3118.438000000002,3457.5077694474667,3201.643378342583,1.0222360722677468
0.074,3104.0,3444.4469446523362,3168.5573210062607,1.019572475190221
0.075,3085.0,3437.6178959697922,3154.6910522658873,1.0214562608015025
0.076,3069.0,3430.6515531163545,3143.06789261197,1.0218036061807445
0.077,3052.0,3420.3407337688964,3120.016834322519,1.0222859876548227
0.078,3048.0,3414.026890681008,3112.746423637438,1.0200956783612138
0.079,3020.0,3406.088235426104,3096.341962906806,1.0252787956645053
0.08,3020.0,3389.0164581632143,3096.341962906806,1.0189953876863291
0.081,3003.0,3383.333440053895,3072.233167738533,1.0223673020831234
0.082,2992.0,3374.8160182975093,3058.6135783459226,1.021576516391155
0.083,2978.0,3370.3963838567174,3054.688402948349,1.0239750848161777
0.084,2971.0,3353.8885553579157,3030.021329710535,1.0198658127601936
0.085,2955.0,3343.6584880168293,3016.788941929613,1.020909963427957
0.08600000000000001,2939.0,3332.3569544625407,3004.1741594824875,1.0221756241859434
0.08700000000000001,2937.0,3323.890781804813,2991.584775612065,1.0185852147129946
0.088,2923.1759999999995,3306.0159422309575,2973.3678331525175,1.01688366386885
0.089,2923.0,3304.1696643702785,2966.809248505735,1.0149877689037752
0.09,2902.9000000000015,3298.0656539130514,2962.5146538760073,1.0190968881582412
0.091,2891.0,3284.495192733921,2942.0213847103128,1.0176483516811874
0.092,2875.0,3276.0887895168407,2930.016787582034,1.019136273941577
0.093,2860.0,3264.867424191872,2915.304711471581,1.01933731170335
0.094,2844.0,3259.2680764920888,2907.6970995065394,1.0223970110782485
0.095,2828.0,3245.2864163180375,2890.6260692872206,1.0221450032840242
0.096,2813.0,3222.1411889648944,2867.6342842249555,1.0194220704674566
0.097,2797.1939999999995,3203.48484252931,2854.2591541790066,1.0182872472989677
0.098,2790.0,3196.6111818526006,2846.682733665667,1.0177628650931951
0.099,2782.0,3182.532548303138,2826.3279967195167,1.0153326775415739
0.1,2753.4000000000087,3174.075418501224,2823.2625650527934,1.0218105555746628
0.101,2750.0,3155.193663748811,2792.327204093553,1.0153917105794739
0.10200000000000001,2736.0,3145.324904722895,2778.0540105706705,1.0153706178986368
0.10300000000000001,2720.0,3131.325367895171,2761.332350245926,1.0151957170021788
0.10400000000000001,2705.0,3128.785602845226,2754.8803080955213,1.0184400399613758
0.105,2690.0,3120.5289458272828,2728.933759441919,1.019220654020069
0.106,2690.0,3112.2809576960894,2728.3877008884956,1.0142705207763925
0.107,2675.0,3109.008985850615,2718.7701327773307,1.0163626664588152
0.108,2660.0,3104.041643168843,2708.917197553432,1.018211366429544
0.109,2645.0,3093.0227998420532,2695.0196133198806,1.0189110069262308
0.11,2630.0,3084.8503331942593,2681.330099441998,1.0195171480768053
0.111,2615.0,3077.0694891928733,2668.404751272138,1.0204224670256743
0.112,2615.0,3070.471586979546,2668.404751272138,1.0156449553013758
0.113,2600.0,3062.9753404036155,2643.8137712670887,1.0168514504873418
0.114,2596.0,3054.3409982816,2633.67812823026,1.0134355738972298
0.115,2571.0,3046.609700766071,2618.401572962103,1.0184370178771307
0.116,2570.0,3038.6903961732446,2604.0689597313835,1.0132564045647408
0.117,2556.0,3032.125365124063,2589.88776206189,1.013258122872414
0.11800000000000001,2542.0,3027.5604997650134,2576.858282324291,1.013712935611444
0.11900000000000001,2527.0,3024.044561238285,2568.149598912384,1.0162839726602233
0.12,2513.0,3017.8909542010306,2555.5045668087996,1.016913874575726
0.121,2498.0,3008.5587903872956,2527.5065929670727,1.0175126369976324
0.122,2498.0,2997.722017167185,2527.5065929670727,1.011812086856314
0.123,2484.0,2981.495996695043,2507.1244214978365,1.0093093484290807
0.124,2469.0,2976.0950994793516,2497.168576111071,1.0114089008145286
0.125,2469.0,2973.3961097377587,2497.168576111071,1.0083465760871273
0.126,2446.0,2970.493154458407,2480.5075708606196,1.0141077558710627
0.127,2441.0,2956.0084353912916,2461.007253594458,1.0081963349424243
0.128,2427.0,2946.825485840345,2446.374385496531,1.0079828535214383
0.129,2422.0,2942.2829723776917,2433.604240137425,1.0047911808990195
0.13,2410.0,2933.028103838636,2422.2684236555597,1.0042572237377942
0.131,2398.0,2922.300347923093,2404.4412084516325,1.0026860752508893
0.132,2384.0,2919.6208492132946,2395.241018682083,1.0047151924002027
0.133,2384.0,2919.6208492132946,2395.241018682083,1.0027709235941002
0.134,2370.0,2911.5882126747692,2384.264980939802,1.0043239178347945
0.135,2356.0,2905.5302109991944,2374.7118578025784,1.0067756198473712
0.136,2356.0,2897.7713499149613,2371.9633603604066,1.0027261652690302
0.137,2350.0,2892.8795987194603,2354.8518828959495,1.002064631019553
0.138,2342.0,2882.210481232784,2343.0563874651257,1.0004510621114968
0.139,2329.0,2876.881796150635,2337.1221688298706,1.0034874061098629
0.14,2315.0,2874.218922676331,2330.187991459778,1.0065606874556277
0.14100000000000001,2302.0,2866.2361807582743,2319.087030165909,1.007422689038188
0.14200000000000002,2301.0,2859.20283601192,2309.68672813025,1.0034373318364205
0.14300000000000002,2279.0,2852.7946281667237,2308.843970222398,1.0099198636336904
0.14400000000000002,2274.0,2845.140991164395,2291.8016286833026,1.0078283327543107
0.145,2267.0,2839.690781570427,2291.1972217543957,1.0074781838314852
0.146,2260.0,2829.100109136273,2271.7984411620187,1.0052205491867339
0.147,2247.0,2824.574851114655,2267.684350996866,1.0092053186456904
0.148,2233.0,2812.9163142771367,2256.674509148625,1.0106021088887707
0.149,2233.0,2805.3286094458094,2256.674509148625,1.0066852460588893
0.15,2233.0,2797.68597885523,2256.674509148625,1.002363280425729
0.151,2220.0,2788.570385936332,2230.26510472893,1.0041966337334247
0.152,2206.0,2786.894791506484,2227.2362250031774,1.0096265752507605
0.153,2193.0,2771.1328221500685,2204.3680832610435,1.0083122739345511
0.154,2193.0,2766.9305029909297,2204.3680832610435,1.0051838044966
0.155,2180.0,2760.6445801966756,2197.3208422669204,1.007945340489413
0.156,2167.0,2755.4063851193346,2191.093871216848,1.011118537709667
0.157,2167.0,2744.9418544771197,2191.093871216848,1.005633085855402
0.158,2154.0,2739.7155220048717,2172.3390135037207,1.008465001265128
0.159,2140.0,2732.752474853125,2164.6340498221675,1.0115112382346578
0.16,2127.0,2726.667007400533,2157.6945434428562,1.0144309089999324
0.161,2127.0,2720.1703897125944,2157.6945434428562,1.0101387639634667
0.162,2114.0,2711.2860389615553,2137.5750417244217,1.0111518645810889
0.163,2101.0,2700.644274778288,2126.307526641401,1.0117815032347452
0.164,2088.0,2693.552210476095,2121.3070178246107,1.014459697825096
0.165,2076.0,2685.07825068423,2117.5035067731014,1.0155892118815835
0.166,2076.0,2682.4873891898314,2108.363203866167,1.012476385892347
0.167,2063.0,2667.113046147927,2086.4987203014516,1.0113905575867435
0.168,2052.0,2665.970874938628,2082.9836360751683,1.0150992378533958
0.169,2043.3659999999982,2657.1573823253275,2081.223827595803,1.015231135412587
0.17,2037.0,2648.355525878107,2064.1190841936946,1.0133132470268504
0.171,2030.0,2631.848332846199,2064.1190841936946,1.0080269948012988
0.17200000000000001,2025.0,2623.0798061698624,2034.7077257482476,1.00479393864111
0.17300000000000001,2012.0,2615.474333066276,2026.3939820934474,1.0071540666468426
0.17400000000000002,1999.0,2608.138989937503,2020.950102085442,1.0091083189138335
0.17500000000000002,1987.0,2605.2244724351967,2017.2075295087532,1.0114865375803013
0.176,1987.0,2598.345657837788,2009.8237501720587,1.005868459397277
0.177,1974.0,2589.8796739402537,1990.0234389673358,1.0070968820684898
0.178,1965.0,2578.359143027599,1988.0092452031988,1.005535129427348
0.179,1955.0,2572.0229498028148,1974.9755428720491,1.0066611428941585
0.18,1944.0,2566.0647634822244,1957.8933538121903,1.0071467869404271
